cf,company,lat,lon,cluster
03938010240,WAYOVER SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,46.151083,13.348346,66
02629630308,A.M.E. ADVANCE MECHATRONICS ENGINEERING S.R.L.,45.906101,13.309142,49
02257300307,KONNER S.R.L. - SOCIETA  UNIPERSONALE,45.927436,12.73219,32
01511280933,ESTIMO S.R.L.,45.775991,12.995378,60
01586310938,SOCIALTEAM SRL,45.77762,12.99477,60
00556460319,NITAG S.R.L.,45.889042,13.503049,65
00437500317,CAFFARO INDUSTRIE S.P.A.,45.889791,13.502557,65
01281920320,PANE E PIZZA S.R.L.S.,45.603415,13.76745,43
02446640308,DIMORE S.R.L.,45.777573,12.995634,60
01149700310,SPA.DA S.R.L.,45.681774,13.386399,4
01943290237,MOZART S.R.L.,45.661754,13.101886,12
00681970273,AGENZIA D AFFARI INTERNATIONAL - S.R.L.,45.661446,13.102815,12
02812950307,ANDRONA S.R.L.,45.681774,13.386399,4
01127520938,STUDIO PROFESSIONALE ASSOCIATO S.R.L.,45.91395,12.85627,59
00109340323,EDGAR H. GREENHAM & C. - S.R.L.,45.604547,13.767066,43
01224080323,CAF & SERVIZI FRIULI VENEZIA GIULIA S.R.L.,45.604334,13.76718,43
01281920320,PANE E PIZZA S.R.L.S.,45.604144,13.766451,43
01015100314,NONSOLOFRUTTA S.R.L.,45.681774,13.386399,4
01223050327,COSTRURISTO GEST SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.681774,13.386399,4
00932720329,RETE - SOCIETA  A RESPONSABILITA  LIMITATA UNIPERSONALE,45.65919,13.773266,69
01742600933,DYSITH SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.95241,12.500607,57
01816750937,ARKESI S.R.L.,45.952879,12.501001,57
01897240931,DODO VERACE PIZZA NAPOLETANA S.R.L.,45.952632,12.500624,57
01034780930,DA RE S.R.L.,45.953336,12.501301,57
02217340302,C. & C. S.R.L.,45.677374,13.384791,4
01266890324,POLIDORI VENDING S.R.L.,45.643023,13.778521,69
01106510322,MAIAEXPRESS S.R.L. - UNIPERSONALE,45.643316,13.778716,69
01145670327,OTTICA INN AFFARI S.R.L.,45.643309,13.779604,69
01084910312,ISTITUTO ACUSTICO PONTONI S.R.L.,45.643467,13.779036,69
00757840327,INIZIATIVE EDILI COMMERCIALI - SOCIETA  A RESPONSABILITA  LIMITATA,45.642919,13.78009,69
00659410328,TIMPERI TRIESTE - S. A R.L.,45.646508,13.761921,69
01149700310,SPA.DA S.R.L.,45.677363,13.384151,4
01149700310,SPA.DA S.R.L.,45.677455,13.38413,4
01149700310,SPA.DA S.R.L.,45.677363,13.384151,4
01158910313,MIRAMAR SRL,45.786005,13.585951,52
03845640048,SAGRADO ENERGIA SRL,45.943885,13.59933,75
02851990305,SILVA SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,46.1434,13.367663,66
01005950322,MC EYE GROUP S.R.L.,45.649788,13.769144,69
01122710328,ICE - SOCIETA  A RESPONSABILITA  LIMITATA,45.65175,13.781603,69
01457790309,MARINA STELLA S.R.L.,45.76925,13.07698,0
01725120933,TENUTA MARIANIS S.R.L. SOCIETA  AGRICOLA,45.803508,13.080766,0
01779820305,MOLLUSCHICOLTURA MARANESE SOCIETA  AGRICOLA A RESPONSABILITA  LIMITATA,45.765724,13.168044,0
01170030934,S.A.F. - SERVIZI AEREI FRIULGIULIANI S.R.L.,45.826644,13.470089,35
01224080323,CAF & SERVIZI FRIULI VENEZIA GIULIA S.R.L.,46.056618,13.238748,73
01275010930,MOZZON DANIELE S.R.L.,46.100594,12.592884,57
01053540314,ICATER S.R.L.,45.773277,13.640016,52
01866410309,RT CAVE S.R.L.,46.529479,13.019768,0
02458660301,EURO&PROMOS FM SOCIETA  PER AZIONI IN FORMA ABBREVIATA EURO&PROMOS FM S.P.A.,46.442103,13.570913,0
01630130936,OPGA CREA SRL,45.956368,12.661452,61
02990860302,GIAF S.R.L.,46.423897,12.57873,0
01789930300,TERMONOVA S.P.A.,45.955759,12.977989,50
00426770145,GEOPROTECTION S.R.L.,46.282599,13.074516,67
00978360303,AGOSTINIS LUIGI S.R.L.,46.52048,13.612848,0
00185810314,STUDIO 3T S.R.L.,45.909424,13.305729,49
01224080323,CAF & SERVIZI FRIULI VENEZIA GIULIA S.R.L.,45.905857,13.307302,49
02750780302,PITTERIO S.R.L.,45.903029,13.311026,49
02659150300,DIEMMEGI SECURITY S.R.L.,45.902931,13.311019,49
01205880311,GESCO SERVIZI S.R.L. - SOCIETA  TRA PROFESSIONISTI,45.902596,13.3112,49
01825670308,FLAVIA S.R.L.,45.670586,13.106767,12
00994830321,TCD - TRIESTECITTA  DIGITALE - SOCIETA  A RESPONSABILITA  LIMITATA,45.655845,13.77091,69
00079760328,ASSICURAZIONI GENERALI SOCIETA  PER AZIONI,45.654172,13.769364,69
00833240328,BANCA GENERALI - SOCIETA  PER AZIONI O IN FORMA ABBREVIATA: GENERBANCA,45.654172,13.769364,69
01251440325,MIRELLA S.R.L.,45.655341,13.770728,69
02083590303,FAX DANCE GROUP S.R.L.,45.670976,13.107209,12
02083590303,FAX DANCE GROUP S.R.L.,45.67137,13.107962,12
01652130939,I SAPORI DEL GRANO S.R.L.,45.671782,13.108526,12
02572360309,FENICE S.R.L.,45.672676,13.109705,12
02743350304,MIRI SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.673597,13.111444,12
00265610303,OFFSHORE UNIMAR S.R.L.,45.652244,13.092642,12
01193140314,AMAR S.R.L.,45.809647,13.533655,52
02513230306,RIVIERA SRL,45.65188,13.097946,12
02381280268,AFRA S.R.L.,45.660787,13.101392,12
00193200300,BAT-S.R.L.,45.657743,13.099478,12
00193200300,BAT-S.R.L.,45.657743,13.099478,12
00193200300,BAT-S.R.L.,45.657743,13.099478,12
00193200300,BAT-S.R.L.,45.657298,13.098827,12
00193200300,BAT-S.R.L.,45.656892,13.098646,12
02136000300,SALA GIOCHI PONTE ORLANDO S.R.L.,45.656009,13.09801,12
00193200300,BAT-S.R.L.,45.657957,13.099417,12
00599610938,BENSIDER S.R.L.,45.959403,12.657525,61
01756750939,AZ. AGRICOLA PALCODA SOCIETA  AGRICOLA SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.959403,12.657525,61
01831970932,ATLANTICA SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.959455,12.657498,61
01667750937,GABEN S.R.L.,45.959455,12.657498,61
01651600932,LA NUOVA PANETTERIA S.R.L.,45.959752,12.657437,61
01868420934,KANSAI S.R.L.,45.959826,12.657056,61
01651600932,LA NUOVA PANETTERIA S.R.L.,45.960084,12.656896,61
01863070932,FILO SRL,45.958976,12.657872,61
01750810937,ADVICEENERGY S.R.L.,45.960413,12.656528,61
01039040934,DATAGEST S.R.L.,45.959826,12.657056,61
01437080938,HFN HOLDING FASHION NETWORK SRL,45.959826,12.657056,61
01437080938,HFN HOLDING FASHION NETWORK SRL,45.959971,12.657244,61
01239330937,ERREMODA SRL,45.958936,12.658149,61
00436020937,GE.CO S.R.L.,45.959151,12.657691,61
01145680318,LEG EDIZIONI S.R.L.,45.94498,13.621864,75
02756410300,COBE S.R.L.,45.943687,13.620723,75
01202840318,RISTORANTE 1 SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.943541,13.620644,75
01148810326,ALE.N S.R.L.,45.649619,13.773507,69
01349920320,AC CONSULTING ITALIA S.P.A.,45.654561,13.790585,69
01122440314,ERGO GI S.R.L.,45.940361,13.615564,75
01005600315,NEW DATA S.R.L.,45.940309,13.61538,75
01022760324,GOLDEN HOTEL & RESORT S.R.L.,45.649984,13.772986,69
00552760316,DUSA S.R.L.,45.939769,13.614214,75
02579410305,FRIUL MATERASSI S.R.L.,45.939195,13.614035,75
02259960306,BLUENERGY GROUP S.P.A.,45.939119,13.613768,75
02889890303,BLU SRL,45.649488,13.773561,69
01077050316,TECNESS SERVICES & SECURITY S.R.L.,45.938086,13.611931,75
01406200939,FLOWERS S.R.L.,45.649535,13.774192,69
00229450325,THE BRITISH SCHOOL OF TRIESTE S.R.L.,45.941947,13.6198,75
00326480316,BRESSAN S.R.L.,45.938741,13.612233,75
01369030935,CREDIT AGRICOLE FRIULADRIA - SOCIETA  PER AZIONI,46.584906,12.779004,0
01249170935,IL TULIPANO S.R.L.,45.969275,12.612891,61
01040430199,MALTEMPI S.R.L.,45.650349,13.771493,69
80005130325,IMMOBILIARE LA QUERCIA - SOCIETA  A RESPONSABILITA  LIMITATA,45.650078,13.767762,69
01172680314,FLYER SERVICE S.R.L.,45.938503,13.612079,75
00138200316,AFICURCI S.P.A. BROKER DI ASSICURAZIONE,45.938606,13.611942,75
01133800324,FRIULI VENEZIA GIULIA STRADE S.P.A.,45.969489,12.604525,61
01210910319,EV COMPANY SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.941654,13.618994,75
01406200939,FLOWERS S.R.L.,45.649506,13.775841,69
01369030935,CREDIT AGRICOLE FRIULADRIA - SOCIETA  PER AZIONI,45.807435,12.995827,60
00655240323,SUCC. DOBNER DI OPPENHEIM - S. A R.L.,45.942071,13.618948,75
01143010328,CENTRO SERVIZI F.A.B.I. ALPE ADRIA - SOCIETA  A RESPONSABILITA  LIMITATA,45.941988,13.618932,75
01189020397,INDACO S.R.L.,45.64952,13.776158,69
01199360304,MOLARO ALDO SERRAMENTI S.R.L.,45.968764,12.609286,61
01868850932,ANNAFRUIT S.R.L.,45.969623,12.611225,61
01419790934,EASY S.R.L,45.969623,12.611225,61
01193140314,AMAR S.R.L.,45.941793,13.618545,75
01871370936,DAMA S.R.L.,45.969288,12.610736,61
00048280325,G. ROSINI E C. S.R.L.,45.650211,13.772086,69
00070710934,ROSA S.P.A.,45.969489,12.601557,61
00360290316,LE VANTAGE S.R.L.,45.941341,13.617535,75
01162920316,PHOENIX TRADE SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.940055,13.615753,75
01216710325,GOLD SUN S.R.L.,45.940055,13.615753,75
01438050211,SAN MARCO PETROLI DISTRIBUZIONE S.R.L.,45.7979,12.9937,60
01016630327,OPTIMAX - SOCIETA  A RESPONSABILITA  LIMITATA,45.65009,13.772494,69
00051560324,ZAZZERON SUPERMERCATI - SOCIETA  A RESPONSABILITA  LIMITATA,45.649583,13.773189,69
00575250931,LUGLIO PRINT - SOCIETA  A RESPONSABILITA  LIMITATA,45.649583,13.773189,69
01153310311,MONTENAPOLEONE SRL,45.939655,13.614902,75
01825510934,HOBBY CANTINA S.R.L.,45.968714,12.61489,61
01757510936,E4F S.R.L.,45.968714,12.61489,61
00272090937,ROSA PLAST S.R.L.,45.968185,12.624287,61
01120890932,CS FACADES S.R.L.,45.968714,12.61489,61
00071550933,COMMERCIO PETROLI S.R.L.,45.968714,12.61489,61
01041280932,OLMEC SRL,45.968059,12.622395,61
01849270937,R.C. S.R.L.S.,45.968733,12.615517,61
02871940306,SHOE RETAIL SRL,46.093745,13.430768,74
02367870306,ARTENI SPA,46.093954,13.430767,74
02258300306,MEGAVISION S.R.L.,46.093671,13.430745,74
02119240303,E-SPACE S.R.L.,46.093912,13.430725,74
00990040321,B & B IMMOBILIARE S.R.L.,45.604585,13.767239,43
00172840324,PRIMARIA IMPRESA ZIMOLO DI POMPE FUNEBRI E VENDITA OGGETTI MORTUARI COLONELLO & CANZIO - SOCIETA  A RESPONSABILITA  LIMITATA,45.603379,13.766993,43
01281920320,PANE E PIZZA S.R.L.S.,45.604585,13.767239,43
02217340302,C. & C. S.R.L.,46.111414,12.899738,30
00387360936,UN.ART. SERVIZI S.R.L.,46.111414,12.901794,30
00105620934,SHOE MARKET - S.R.L.,46.111373,12.902301,30
01175170321,MACHI S.R.L.,45.648644,13.778094,69
01266890324,POLIDORI VENDING S.R.L.,45.649197,13.777664,69
02579410305,FRIUL MATERASSI S.R.L.,45.649076,13.777626,69
02741000307,TSN SRL,45.649286,13.777173,69
01175170321,MACHI S.R.L.,45.64903,13.777874,69
01302780323,SOUND S.R.L.,45.648644,13.778094,69
01250250329,TIESSE IMMOBILIARE S.R.L.,45.648574,13.77839,69
01166810315,VIDEOTECNICA IMPIANTI S.R.L.,45.648548,13.77841,69
01276390323,SOLE S.R.L,45.647577,13.776355,69
01084600319,IL GELATAIO S.R.L.,45.94292,13.620064,75
01183180312,TATI SRLS,45.943718,13.620986,75
00139620322,POLICLINICO TRIESTINO S.P.A.,45.946797,13.623589,75
02427830308,SISTEMA VERDE S.R.L. - ZELENI SISTEM D.O.J.,45.945335,13.622194,75
01145680318,LEG EDIZIONI S.R.L.,45.944922,13.621812,75
01186600316,INFINITY SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.943687,13.620723,75
01112580319,ELITE 1963 S.R.L.,45.943755,13.620669,75
01268410931,FALCOMER S.R.L.,45.957908,12.65883,61
01268410931,FALCOMER S.R.L.,45.957713,12.659185,61
01479540302,NITTA GIOIELLI S.R.L.,45.957645,12.659335,61
01600560930,CIOCCOLATO PERATONER S.R.L.,45.957239,12.659251,61
01862810932,KARMA SRL,45.957171,12.659349,61
01268410931,FALCOMER S.R.L.,45.956187,12.660038,61
01793470939,ESTENDE S.R.L.,45.955515,12.660017,61
01268410931,FALCOMER S.R.L.,45.956041,12.659677,61
01268410931,FALCOMER S.R.L.,45.955769,12.65968,61
01406200939,FLOWERS S.R.L.,45.958021,12.658975,61
01406200939,FLOWERS S.R.L.,45.957473,12.659147,61
01437080938,HFN HOLDING FASHION NETWORK SRL,45.95732,12.659534,61
01236370936,NAOCOIN SRL,45.956742999999996,12.659794,61
01865070930,MABI BLUE SRLS,45.95637,12.6596,61
01667380933,SIMT S.R.L.,45.955515,12.660017,61
01651600932,LA NUOVA PANETTERIA S.R.L.,45.955224,12.660016,61
01239330937,ERREMODA SRL,45.958253,12.658848,61
01872660939,SIMPLE FABRICA S.R.L.,45.954674,12.659817,61
01651600932,LA NUOVA PANETTERIA S.R.L.,45.958039,12.658983,61
01194760318,GEMMA SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.957064,13.471098,70
01804930939,BIOFUTURE MEDICINE S.R.L.,46.112736,12.902793,30
00256010935,ASCOM SERVIZI S.R.L. - C.A.F.,46.112736,12.902793,30
01463800936,STUDIO R.P.M. S.R.L.,46.140533,12.890288,30
02970270308,DELIZIE IN CORTE SRL SEMPLIFICATA,46.06179,13.234862,73
02260980301,FIN.NAM S.R.L.,46.092706,13.431233,74
01369030935,CREDIT AGRICOLE FRIULADRIA - SOCIETA  PER AZIONI,46.207145,13.269091,66
01060210315,EDIL MA.PA. S.R.L.,45.902704,13.572046,22
01060210315,EDIL MA.PA. S.R.L.,45.902704,13.572046,22
02811640305,BEST  IS  SRL,46.008728,13.228703,71
01262460320,EUROSPIAGGE S.R.L.,45.642136,13.756894,69
01316430329,MANU EDIL COSTRUZIONI S.R.L.,45.60279,13.854859,19
00979030327,AB COSTRUZIONI - SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.61339,13.825569,20
02687400305,IN MENSA S.R.L.,45.612156,13.826936,20
01220690323,LORA S.R.L.,45.774816,13.612947,52
02850420304,BORDER TRANS SERVICE S.R.L.,45.722058,13.792889,69
00002070324,B.F.B. - CASA DI SPEDIZIONI S.R.L.,45.697608,13.82869,69
02933620300,AKTRA SRL,46.093067,13.429252,74
00452950306,SIGMA S.R.L.,45.655014,13.779226,69
00566140265,CAPPELLOTTO - S.P.A.,45.974713,12.56818,61
00609360268,TRANS GHIAIA S.R.L.,45.988215,12.780606,0
02451300301,R.M.S. S.R.L.,45.927152,13.146994,50
02451300301,R.M.S. S.R.L.,45.927345,13.146339,50
02827760303,TAV S.R.L.,46.125476,13.02461,71
02908250307,AID4MED S.R.L.,45.645478,13.849026,63
01515950309,FAREM FONDERIE ACCIAIO REMANZACCO S.R.L.,46.438381,13.568583,0
01523580304,GESTECO S.P.A.,46.049344,13.308621,73
01539460301,FANTONI S.P.A.,46.028443,12.990183,64
00852900323,BEL PAGETTE ITALIA - SOCIETA  A RESPONSABILITA  LIMITATA,45.650933,13.772496,69
03163830262,GRANULATI CALCAREI REDIPUGLIA S.R.L.,45.843387,13.539406,0
01215690320,FELIX SRL,45.698538,13.83176,69
00609360268,TRANS GHIAIA S.R.L.,45.863197,12.984248,0
01274390309,CHIURLO S.R.L.,45.605212,13.837123,20
01523580304,GESTECO S.P.A.,45.989419,12.934809,50
01539460301,FANTONI S.P.A.,46.184726,13.0685,67
02889250300,BELLA ITALIA & EFA VILLAGE S.R.L.,46.580339,12.756674,0
01539460301,FANTONI S.P.A.,46.289147,13.145738,67
01128900329,MARMI REPEN S.R.L.,45.721445,13.792271,69
02458660301,EURO&PROMOS FM SOCIETA  PER AZIONI IN FORMA ABBREVIATA EURO&PROMOS FM S.P.A.,45.789717,13.583945,52
00770490324,HYDRO ALPE ADRIA S.R.L.,46.511131,13.347216,0
01755820931,ORONERO SRL,45.650055,13.771236,69
01213440322,IDEA CONVENIENZA S.R.L.,45.654867,13.780732,69
00269390308,BANCA MEDIOCREDITO DEL FRIULI VENEZIA GIULIA S.P.A.,45.650055,13.771236,69
01656250931,AVALA DENTAL SRL,45.950159,12.758643,32
02980580308,MIA GROUP S.R.L.,46.067671,13.23358,73
01763670930,ESSEDI S.R.L.,45.899021,12.536683,61
02835720307,BLC SRL,46.060741,13.234598,73
02843060308,SALUMIFICIO ZAHRE S.R.L. DI TAVANO ELVIS,46.465652,12.709832,0
01356600328,GREEN PASSION SRL,45.665137,13.849048,63
00995270303,OMEC OVARO SRL,46.499326,12.860663,0
01058530328,CONFARTIGIANATO SERVIZI FRIULI VENEZIA GIULIA S.R.L.,45.779348,12.997416,60
01754100939,RESEARCH BY IBI S SRL,45.914144,12.856108,59
01236370936,SISCO S.R.L.,45.97077,12.660321,61
00490150315,AZIENDA SPEDIZIONI TRASPORTI INTERNAZIONALI ASTI SPED S.R.L. IN BREVE ASTI SPED S.R.L.,45.699203,13.823146,69
01015100314,NONSOLOFRUTTA S.R.L.,45.678189,13.403065,4
01532630934,TOMADINI LUIGI SRL,45.942137,12.678143,61
01756780936,ZAGO RAPPRESENTANZE S.R.L.,45.942137,12.678143,61
01677970939,PMS SRL,45.942137,12.678143,61
00192610939,INTERPORTO - CENTRO INGROSSO DI PORDENONE S.P.A.,45.942643,12.678759,61
01123290312,ISONTINA AMBIENTE S.R.L.,45.684002,13.406518,4
00492730270,S.I.L.V.A. SOCIETA  INCREMENTO LAVORI VALLIVI E AGRARI - SOCIETA  AGRICOLA A RESPONSABILITA  LIMITATA,45.764147,13.16688,0
02835180304,DIAMOND S.R.L.,45.698296,13.148374,10
02167740303,SI CURA S.R.L.,46.099174,13.22302,65
01034430312,VE.SIM. - VERIFICHE SICUREZZA IMPIANTI S.R.L.,45.822076,13.508853,52
01122710328,ICE - SOCIETA  A RESPONSABILITA  LIMITATA,45.603154,13.766797,43
01039910318,LA MELA SRL,45.647481,13.779182,69
01293430326,WANDA - SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,45.654561,13.790585,69
01477050932,GERES S.R.L.,45.647577,13.776355,69
01134540325,VIEZZOLI S.R.L.,45.647973,13.78295,69
01189710328,EMPORIO TESSUTI SRL,45.647269,13.779769,69
01708360308,CAFFE  BELTRAME S.R.L.,46.065006,13.231987,73
02904120306,WIVA S.R.L.,46.064273,13.232301,73
02785860301,MIVA  S.R.L.,46.064125,13.231998,73
02535810309,SEDIARREDA SRL,46.064556,13.231835,73
02226670301,UOMO BUGATTI  S.R.L.,46.064789,13.232076,73
01708360308,CAFFE  BELTRAME S.R.L.,46.064286,13.231934,73
01708360308,CAFFE  BELTRAME S.R.L.,46.064286,13.231934,73
14352511001,MATTEO 2 SRL,46.066226,13.243792,73
02822120305,BKR FOOD S.R.L.,46.066316,13.243916,73
01127140935,UNICAR S.R.L.,45.809776,13.524696,52
00834880320,MARINAZ AUTO - SOCIETA  A RESPONSABILITA  LIMITATA,45.809772,13.525183,52
